iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,median_age,gdp_per_capita,human_development_index,CPI_score_2020,vaccines_used
POL,Europe,Poland,2021-04-01,2356970,53665,62276.92,1417.961,11828428,312.536,6462769,4404565,2058204,17.08,11.64,5.44,37846605,41.8,27216.445,0.88,56,AstraZeneca - AZD1222
POL,Europe,Poland,2021-04-01,2356970,53665,62276.92,1417.961,11828428,312.536,6462769,4404565,2058204,17.08,11.64,5.44,37846605,41.8,27216.445,0.88,56,Janssen - Ad26.COV 2.5
POL,Europe,Poland,2021-04-01,2356970,53665,62276.92,1417.961,11828428,312.536,6462769,4404565,2058204,17.08,11.64,5.44,37846605,41.8,27216.445,0.88,56,Moderna - mRNA-1273
POL,Europe,Poland,2021-04-01,2356970,53665,62276.92,1417.961,11828428,312.536,6462769,4404565,2058204,17.08,11.64,5.44,37846605,41.8,27216.445,0.88,56,Pfizer BioNTech - Comirnaty
PRT,Europe,Portugal,2021-04-01,822314,16859,80645.055,1653.377,9131961,895.579,1769290,1258790,510500,17.35,12.35,5.01,10196707,46.2,27936.896,0.864,61,AstraZeneca - AZD1222
PRT,Europe,Portugal,2021-04-01,822314,16859,80645.055,1653.377,9131961,895.579,1769290,1258790,510500,17.35,12.35,5.01,10196707,46.2,27936.896,0.864,61,Moderna - mRNA-1273
PRT,Europe,Portugal,2021-04-01,822314,16859,80645.055,1653.377,9131961,895.579,1769290,1258790,510500,17.35,12.35,5.01,10196707,46.2,27936.896,0.864,61,Pfizer BioNTech - Comirnaty
QAT,Asia,Qatar,2021-04-01,180804,295,62756.069,102.393,1741631,604.51,842000,0,0,29.23,0,0,2881060,31.9,116935.6,0.848,63,Pfizer BioNTech - Comirnaty
ROU,Europe,Romania,2021-04-01,958918,23674,49845.818,1230.606,6744605,350.593,3145907,2040532,1105375,16.35,10.61,5.75,19237682,43,23313.199,0.828,44,AstraZeneca - AZD1222
ROU,Europe,Romania,2021-04-01,958918,23674,49845.818,1230.606,6744605,350.593,3145907,2040532,1105375,16.35,10.61,5.75,19237682,43,23313.199,0.828,44,Moderna - mRNA-1273
ROU,Europe,Romania,2021-04-01,958918,23674,49845.818,1230.606,6744605,350.593,3145907,2040532,1105375,16.35,10.61,5.75,19237682,43,23313.199,0.828,44,Pfizer BioNTech - Comirnaty
RUS,Europe,Russia,2021-04-01,4503291,97594,30858.311,668.752,120969620,828.931,11642295,7159411,4482884,7.98,4.91,3.07,145934460,39.6,24765.954,0.824,30,SRCVB - EpiVacCorona
RUS,Europe,Russia,2021-04-01,4503291,97594,30858.311,668.752,120969620,828.931,11642295,7159411,4482884,7.98,4.91,3.07,145934460,39.6,24765.954,0.824,30,Gamaleya - Sputnik V
RWA,Africa,Rwanda,2021-04-01,21918,308,1692.221,23.78,1156698,89.305,0,0,0,0,0,0,12952209,20.3,1854.211,0.543,54,Moderna - mRNA-1273
RWA,Africa,Rwanda,2021-04-01,21918,308,1692.221,23.78,1156698,89.305,0,0,0,0,0,0,12952209,20.3,1854.211,0.543,54,Pfizer BioNTech - Comirnaty
RWA,Africa,Rwanda,2021-04-01,21918,308,1692.221,23.78,1156698,89.305,0,0,0,0,0,0,12952209,20.3,1854.211,0.543,54,SII - Covishield
KNA,North America,Saint Kitts and Nevis,2021-04-01,44,0,827.192,0,0,0,0,0,0,0,0,0,53192,36.5,24654.385,0.779,NA,AstraZeneca - AZD1222
KNA,North America,Saint Kitts and Nevis,2021-04-01,44,0,827.192,0,0,0,0,0,0,0,0,0,53192,36.5,24654.385,0.779,NA,SII - Covishield
LCA,North America,Saint Lucia,2021-04-01,4245,61,23117.264,332.192,0,0,22554,0,0,12.28,0,0,183629,34.9,12951.839,0.759,56,AstraZeneca - AZD1222
LCA,North America,Saint Lucia,2021-04-01,4245,61,23117.264,332.192,0,0,22554,0,0,12.28,0,0,183629,34.9,12951.839,0.759,56,SII - Covishield
VCT,North America,Saint Vincent and the Grenadines,2021-04-01,1750,10,15773.297,90.133,0,0,0,0,0,0,0,0,110947,31.8,10727.146,0.738,59,AstraZeneca - AZD1222
VCT,North America,Saint Vincent and the Grenadines,2021-04-01,1750,10,15773.297,90.133,0,0,0,0,0,0,0,0,110947,31.8,10727.146,0.738,59,Gamaleya - Sputnik V
VCT,North America,Saint Vincent and the Grenadines,2021-04-01,1750,10,15773.297,90.133,0,0,0,0,0,0,0,0,110947,31.8,10727.146,0.738,59,SII - Covishield
WSM,Oceania,Samoa,2021-04-01,3,0,15.12,0,0,0,0,0,0,0,0,0,198410,22,6021.557,0.715,NA,NA
SMR,Europe,San Marino,2021-04-01,4730,84,139371.796,2475.102,0,0,0,0,0,0,0,0,33938,45.2,56861.47,0.961,NA,Gamaleya - Sputnik V
SMR,Europe,San Marino,2021-04-01,4730,84,139371.796,2475.102,0,0,0,0,0,0,0,0,33938,45.2,56861.47,0.961,NA,Pfizer BioNTech - Comirnaty
